name,type,category,price,quantity
Product 568,Clothing,Toys & Games,494.32,85
Product 569,Books,Toys & Games,232.53,32
Product 570,Home Decor,Home & Garden,93.31,65
Product 571,Clothing,Books & Literature,393.48,1
Product 572,Electronics,Books & Literature,142.72,83
Product 573,Books,Electronics & Gadgets,145.96,83
Product 574,Clothing,Apparel & Fashion,44.83,3
Product 575,Clothing,Apparel & Fashion,297.4,32
Product 576,Books,Books & Literature,92.53,52
Product 577,Books,Apparel & Fashion,20.04,66
Product 578,Clothing,Electronics & Gadgets,443.65,27
Product 579,Home Decor,Electronics & Gadgets,460.89,36
Product 580,Toys & Games,Apparel & Fashion,193.36,72
Product 581,Clothing,Home & Garden,471.92,52
Product 582,Books,Books & Literature,197.34,52
Product 583,Home Decor,Home & Garden,26.79,29
Product 584,Electronics,Apparel & Fashion,475.96,57
Product 585,Electronics,Toys & Games,342.19,80
Product 586,Clothing,Home & Garden,383.69,11
Product 587,Electronics,Electronics & Gadgets,114.98,53
Product 588,Electronics,Apparel & Fashion,77.06,41
Product 589,Toys & Games,Books & Literature,23.11,4
Product 590,Clothing,Books & Literature,322.24,47
Product 591,Clothing,Electronics & Gadgets,455.81,73
Product 592,Books,Toys & Games,98.49,97
Product 593,Books,Home & Garden,247.53,53
Product 594,Toys & Games,Electronics & Gadgets,430.26,40
Product 595,Home Decor,Toys & Games,266.56,15
Product 596,Clothing,Toys & Games,276.35,96
Product 597,Electronics,Electronics & Gadgets,434.09,44
Product 598,Electronics,Apparel & Fashion,352.63,88
Product 599,Electronics,Books & Literature,62.87,40
Product 600,Electronics,Electronics & Gadgets,384.89,56
Product 601,Clothing,Electronics & Gadgets,6.52,41
Product 602,Home Decor,Home & Garden,286.33,72
Product 603,Home Decor,Electronics & Gadgets,408.38,45
Product 604,Clothing,Home & Garden,277.34,9
Product 605,Books,Electronics & Gadgets,452.17,10
Product 606,Toys & Games,Toys & Games,313.54,45
Product 607,Toys & Games,Books & Literature,151.91,82
Product 608,Toys & Games,Electronics & Gadgets,110.61,9
Product 609,Electronics,Home & Garden,353.71,26
Product 610,Electronics,Home & Garden,459.99,95
Product 611,Clothing,Apparel & Fashion,86.96,88
Product 612,Electronics,Electronics & Gadgets,221.31,8
Product 613,Books,Home & Garden,288.71,45
Product 614,Electronics,Electronics & Gadgets,233.22,69
Product 615,Clothing,Books & Literature,143.38,49
Product 616,Books,Books & Literature,240.59,8
Product 617,Toys & Games,Electronics & Gadgets,101.42,55
Product 618,Clothing,Books & Literature,161.55,40
Product 619,Clothing,Books & Literature,136.7,8
Product 620,Electronics,Toys & Games,129.71,19
Product 621,Electronics,Apparel & Fashion,87.93,76
Product 622,Home Decor,Apparel & Fashion,489.15,79
Product 623,Books,Apparel & Fashion,389.71,97
Product 624,Home Decor,Electronics & Gadgets,9.04,11
Product 625,Clothing,Toys & Games,224.74,92
Product 626,Home Decor,Apparel & Fashion,114.6,64
Product 627,Books,Electronics & Gadgets,173.75,78
Product 628,Toys & Games,Home & Garden,364.86,34
Product 629,Home Decor,Home & Garden,234.93,41
Product 630,Electronics,Electronics & Gadgets,142.85,18
Product 631,Toys & Games,Home & Garden,58.91,13
Product 632,Books,Electronics & Gadgets,387.08,81
Product 633,Books,Apparel & Fashion,334.24,45
Product 634,Clothing,Apparel & Fashion,239.08,71
Product 635,Books,Apparel & Fashion,255.36,7
Product 636,Toys & Games,Home & Garden,78.73,43
Product 637,Clothing,Electronics & Gadgets,112.28,53
Product 638,Clothing,Books & Literature,28.78,54
Product 639,Books,Toys & Games,326.28,69
Product 640,Home Decor,Toys & Games,413.29,13
Product 641,Books,Apparel & Fashion,341.56,16
Product 642,Electronics,Apparel & Fashion,29.89,3
Product 643,Clothing,Electronics & Gadgets,359.28,24
Product 644,Books,Home & Garden,156.55,96
Product 645,Toys & Games,Toys & Games,93.62,52
Product 646,Toys & Games,Electronics & Gadgets,158.41,15
Product 647,Home Decor,Books & Literature,91.06,57
Product 648,Home Decor,Books & Literature,189.09,76
Product 649,Electronics,Home & Garden,62.76,61
Product 650,Toys & Games,Home & Garden,194.85,52
Product 651,Electronics,Home & Garden,227.52,31
Product 652,Home Decor,Toys & Games,444.69,55
Product 653,Electronics,Books & Literature,488.82,88
Product 654,Home Decor,Home & Garden,258.57,39
Product 655,Books,Books & Literature,231.71,98
Product 656,Clothing,Apparel & Fashion,253.32,16
Product 657,Books,Books & Literature,359.33,27
Product 658,Clothing,Electronics & Gadgets,399.48,28
Product 659,Clothing,Books & Literature,114.34,20
Product 660,Books,Home & Garden,168.33,2
Product 661,Books,Toys & Games,227.51,26
Product 662,Electronics,Apparel & Fashion,376.71,70
Product 663,Electronics,Electronics & Gadgets,104.02,87
Product 664,Books,Home & Garden,284.71,52
Product 665,Books,Electronics & Gadgets,338.24,48
Product 666,Home Decor,Electronics & Gadgets,350.36,43
Product 667,Electronics,Electronics & Gadgets,128.53,61
Product 668,Home Decor,Books & Literature,35.45,32
Product 669,Home Decor,Toys & Games,375.21,80
Product 670,Home Decor,Toys & Games,234.64,54
Product 671,Home Decor,Toys & Games,199.41,27
Product 672,Electronics,Home & Garden,488.38,96
Product 673,Toys & Games,Books & Literature,215.06,51
Product 674,Electronics,Home & Garden,135.45,3
Product 675,Home Decor,Books & Literature,153.04,23
Product 676,Clothing,Home & Garden,458.85,65
Product 677,Electronics,Apparel & Fashion,43.84,85
Product 678,Toys & Games,Toys & Games,404.09,88
Product 679,Electronics,Electronics & Gadgets,71.87,22
Product 680,Books,Apparel & Fashion,123.96,21
Product 681,Clothing,Home & Garden,428.58,68
Product 682,Clothing,Home & Garden,165.41,99
Product 683,Electronics,Toys & Games,390.79,67
Product 684,Electronics,Toys & Games,32.21,73
Product 685,Home Decor,Books & Literature,108.86,53
Product 686,Home Decor,Apparel & Fashion,418.96,10
Product 687,Home Decor,Home & Garden,246.64,22
Product 688,Home Decor,Toys & Games,234.55,46
Product 689,Clothing,Home & Garden,8.02,77
Product 690,Toys & Games,Toys & Games,422.8,39
Product 691,Home Decor,Books & Literature,345.12,22
Product 692,Clothing,Books & Literature,303.92,43
Product 693,Home Decor,Home & Garden,382.86,28
Product 694,Toys & Games,Toys & Games,113.87,28
Product 695,Clothing,Toys & Games,463.38,6
Product 696,Clothing,Home & Garden,345.71,71
Product 697,Books,Home & Garden,245.24,35
Product 698,Home Decor,Books & Literature,105.16,39
Product 699,Books,Electronics & Gadgets,266.27,14
Product 700,Clothing,Toys & Games,331.62,30
Product 701,Electronics,Toys & Games,47.13,42
Product 702,Toys & Games,Toys & Games,128.1,41
Product 703,Electronics,Apparel & Fashion,361.5,75
Product 704,Electronics,Toys & Games,310.22,43
Product 705,Toys & Games,Electronics & Gadgets,456.09,35
Product 706,Clothing,Home & Garden,335.86,83
Product 707,Clothing,Toys & Games,234.22,5
Product 708,Books,Apparel & Fashion,497.27,74
Product 709,Electronics,Electronics & Gadgets,436.04,42
Product 710,Toys & Games,Electronics & Gadgets,7.16,60
Product 711,Clothing,Apparel & Fashion,123.22,74
Product 712,Books,Home & Garden,70.42,71
Product 713,Toys & Games,Electronics & Gadgets,140.57,1
Product 714,Toys & Games,Toys & Games,176.89,89
Product 715,Home Decor,Electronics & Gadgets,457.54,75
Product 716,Home Decor,Toys & Games,253.47,100
Product 717,Home Decor,Books & Literature,99.28,94
Product 718,Books,Books & Literature,360.03,72
Product 719,Electronics,Apparel & Fashion,75.46,13
Product 720,Electronics,Electronics & Gadgets,78.45,47
Product 721,Electronics,Apparel & Fashion,258.93,27
Product 722,Books,Books & Literature,446.56,36
Product 723,Toys & Games,Books & Literature,198.14,37
Product 724,Electronics,Home & Garden,12.4,58
Product 725,Toys & Games,Apparel & Fashion,416.49,50
Product 726,Clothing,Toys & Games,351.12,22
Product 727,Books,Apparel & Fashion,169.26,81
Product 728,Toys & Games,Books & Literature,228.63,41
Product 729,Electronics,Toys & Games,485.99,30
Product 730,Home Decor,Electronics & Gadgets,110.41,80
Product 731,Toys & Games,Toys & Games,232.5,4
Product 732,Clothing,Home & Garden,324.14,47
Product 733,Electronics,Home & Garden,300.95,55
Product 734,Electronics,Toys & Games,256.87,74
Product 735,Electronics,Electronics & Gadgets,130.69,35
Product 736,Toys & Games,Books & Literature,383.19,21
Product 737,Toys & Games,Home & Garden,399.76,77
Product 738,Clothing,Apparel & Fashion,211.68,35
Product 739,Toys & Games,Books & Literature,424.95,48
Product 740,Toys & Games,Home & Garden,216.65,81
Product 741,Home Decor,Toys & Games,416.07,40
Product 742,Electronics,Books & Literature,338.22,91
Product 743,Books,Electronics & Gadgets,306.21,15
Product 744,Home Decor,Home & Garden,167.79,62
Product 745,Clothing,Electronics & Gadgets,481.35,75
Product 746,Clothing,Apparel & Fashion,67.13,61
Product 747,Toys & Games,Home & Garden,317.23,92
Product 748,Toys & Games,Apparel & Fashion,101.55,49
Product 749,Clothing,Toys & Games,278.16,9
Product 750,Electronics,Home & Garden,267.4,38
Product 751,Home Decor,Apparel & Fashion,349.18,62
Product 752,Clothing,Electronics & Gadgets,165.09,44
Product 753,Clothing,Home & Garden,312.62,82
Product 754,Books,Apparel & Fashion,482.88,43
Product 755,Clothing,Apparel & Fashion,426.39,16
Product 756,Toys & Games,Home & Garden,280.67,43
Product 757,Books,Home & Garden,168.32,54
Product 758,Clothing,Apparel & Fashion,472.72,35
Product 759,Toys & Games,Toys & Games,387.29,14
Product 760,Clothing,Books & Literature,55.29,52
Product 761,Toys & Games,Electronics & Gadgets,188.5,12
Product 762,Books,Home & Garden,53.42,40
Product 763,Electronics,Home & Garden,114.42,21
Product 764,Electronics,Electronics & Gadgets,324.26,51
Product 765,Clothing,Books & Literature,287.96,53
Product 766,Clothing,Books & Literature,134.31,73
Product 767,Home Decor,Electronics & Gadgets,44.82,92
Product 768,Home Decor,Books & Literature,58.97,97
Product 769,Books,Electronics & Gadgets,378.06,61
Product 770,Toys & Games,Home & Garden,272.55,66
Product 771,Home Decor,Books & Literature,280.39,11
Product 772,Electronics,Electronics & Gadgets,264.7,4
Product 773,Electronics,Apparel & Fashion,27.57,98
Product 774,Home Decor,Home & Garden,492.93,78
Product 775,Home Decor,Electronics & Gadgets,24.15,3
Product 776,Home Decor,Apparel & Fashion,173.57,48
Product 777,Toys & Games,Apparel & Fashion,418.92,19
Product 778,Toys & Games,Books & Literature,174.95,22
Product 779,Clothing,Home & Garden,279.56,81
Product 780,Books,Electronics & Gadgets,166.73,36
Product 781,Electronics,Books & Literature,473.26,15
Product 782,Books,Home & Garden,73.31,61
Product 783,Home Decor,Apparel & Fashion,447.5,72
Product 784,Toys & Games,Toys & Games,218.74,70
Product 785,Clothing,Home & Garden,434.3,16
Product 786,Home Decor,Books & Literature,306.72,12
Product 787,Electronics,Home & Garden,434.95,86
Product 788,Clothing,Toys & Games,19.4,54
Product 789,Electronics,Toys & Games,413.88,51
Product 790,Books,Home & Garden,485.08,76
Product 791,Books,Electronics & Gadgets,499.37,30
Product 792,Home Decor,Electronics & Gadgets,266.64,39
Product 793,Toys & Games,Electronics & Gadgets,443.06,51
Product 794,Books,Books & Literature,347.6,12
Product 795,Electronics,Toys & Games,330.38,54
Product 796,Toys & Games,Electronics & Gadgets,211.7,66
Product 797,Electronics,Toys & Games,332.19,78
Product 798,Home Decor,Toys & Games,413.26,42
Product 799,Electronics,Home & Garden,135.69,15
Product 800,Electronics,Books & Literature,302.0,91
Product 801,Toys & Games,Apparel & Fashion,217.83,87
Product 802,Toys & Games,Books & Literature,339.57,26
Product 803,Toys & Games,Home & Garden,171.81,9
Product 804,Books,Home & Garden,148.95,35
Product 805,Toys & Games,Apparel & Fashion,112.97,50
Product 806,Electronics,Books & Literature,248.35,67
Product 807,Toys & Games,Home & Garden,492.45,47
Product 808,Electronics,Home & Garden,47.63,72
Product 809,Books,Books & Literature,378.76,60
Product 810,Home Decor,Apparel & Fashion,497.73,82
Product 811,Home Decor,Electronics & Gadgets,376.53,89
Product 812,Electronics,Books & Literature,67.75,84
Product 813,Toys & Games,Toys & Games,195.65,69
Product 814,Electronics,Electronics & Gadgets,200.18,31
Product 815,Home Decor,Toys & Games,158.41,75
Product 816,Books,Books & Literature,181.92,90
Product 817,Electronics,Toys & Games,115.32,73
Product 818,Home Decor,Books & Literature,162.79,59
Product 819,Toys & Games,Home & Garden,237.85,16
Product 820,Home Decor,Home & Garden,70.16,66
Product 821,Home Decor,Apparel & Fashion,33.26,80
Product 822,Clothing,Home & Garden,16.16,32
Product 823,Books,Books & Literature,355.45,52
Product 824,Toys & Games,Books & Literature,153.68,93
Product 825,Electronics,Apparel & Fashion,480.75,16
Product 826,Home Decor,Books & Literature,34.51,65
Product 827,Electronics,Electronics & Gadgets,374.92,61
Product 828,Clothing,Apparel & Fashion,5.66,70
Product 829,Clothing,Electronics & Gadgets,497.54,47
Product 830,Clothing,Apparel & Fashion,324.85,10
Product 831,Electronics,Home & Garden,277.53,5
Product 832,Clothing,Books & Literature,158.05,23
Product 833,Clothing,Books & Literature,323.49,7
Product 834,Home Decor,Home & Garden,187.58,22
Product 835,Electronics,Apparel & Fashion,393.39,59
Product 836,Electronics,Toys & Games,15.47,3
Product 837,Electronics,Home & Garden,432.71,82
Product 838,Clothing,Books & Literature,179.8,37
Product 839,Home Decor,Books & Literature,341.88,80
Product 840,Clothing,Books & Literature,48.74,59
Product 841,Clothing,Toys & Games,215.75,20
Product 842,Electronics,Books & Literature,346.76,96
Product 843,Electronics,Electronics & Gadgets,217.59,62
Product 844,Books,Electronics & Gadgets,297.3,60
Product 845,Home Decor,Toys & Games,43.03,47
Product 846,Toys & Games,Apparel & Fashion,33.78,1
Product 847,Electronics,Electronics & Gadgets,187.11,33
Product 848,Clothing,Home & Garden,120.92,84
Product 849,Home Decor,Home & Garden,239.12,73
Product 850,Toys & Games,Books & Literature,182.37,89
Product 851,Toys & Games,Apparel & Fashion,15.6,61
Product 852,Clothing,Home & Garden,272.95,79
Product 853,Clothing,Books & Literature,317.64,71
Product 854,Electronics,Electronics & Gadgets,310.69,69
Product 855,Electronics,Toys & Games,21.1,21
Product 856,Toys & Games,Apparel & Fashion,205.76,78
Product 857,Books,Books & Literature,80.6,26
Product 858,Clothing,Home & Garden,391.7,70
Product 859,Toys & Games,Apparel & Fashion,383.55,84
Product 860,Electronics,Apparel & Fashion,495.27,99
Product 861,Home Decor,Apparel & Fashion,308.18,78
Product 862,Electronics,Home & Garden,413.17,58
Product 863,Electronics,Apparel & Fashion,96.57,18
Product 864,Toys & Games,Books & Literature,431.93,14
Product 865,Electronics,Toys & Games,216.45,28
Product 866,Home Decor,Home & Garden,422.24,64
Product 867,Toys & Games,Electronics & Gadgets,265.96,12
Product 868,Books,Home & Garden,319.98,79
Product 869,Home Decor,Apparel & Fashion,68.13,46
Product 870,Home Decor,Apparel & Fashion,102.29,86
Product 871,Books,Toys & Games,16.68,8
Product 872,Home Decor,Electronics & Gadgets,14.0,62
Product 873,Clothing,Apparel & Fashion,215.77,24
Product 874,Electronics,Home & Garden,81.16,54
Product 875,Clothing,Books & Literature,66.07,76
Product 876,Toys & Games,Toys & Games,62.47,88
Product 877,Home Decor,Books & Literature,456.87,68
Product 878,Books,Toys & Games,251.52,40
Product 879,Electronics,Home & Garden,460.34,26
Product 880,Books,Apparel & Fashion,386.05,84
Product 881,Books,Toys & Games,76.77,12
Product 882,Electronics,Books & Literature,19.63,46
Product 883,Electronics,Toys & Games,44.12,1
Product 884,Home Decor,Toys & Games,420.47,50
Product 885,Books,Home & Garden,276.75,44
Product 886,Electronics,Books & Literature,6.75,28
Product 887,Books,Toys & Games,366.88,6
Product 888,Toys & Games,Toys & Games,165.44,60
Product 889,Toys & Games,Apparel & Fashion,453.78,87
Product 890,Home Decor,Home & Garden,210.1,51
Product 891,Books,Toys & Games,469.89,54
Product 892,Books,Electronics & Gadgets,138.68,53
Product 893,Home Decor,Electronics & Gadgets,302.19,36
Product 894,Books,Electronics & Gadgets,313.43,20
Product 895,Electronics,Apparel & Fashion,268.83,92
Product 896,Clothing,Home & Garden,90.22,92
Product 897,Clothing,Toys & Games,458.44,43
